distance,time
93.26,3.2592809200286865
-485.42,3.737947702407837
-487.00,4.1767942905426025
94.54,4.824146509170532
-485.83,5.318152666091919
116.94,5.918111562728882
6.53,6.341207027435303
6.17,6.76308274269104
4.28,7.186267375946045
6.32,7.613007307052612
6.32,8.036144018173218
3.84,8.47428297996521
3.79,8.91643500328064
4.20,9.32429814338684
3.38,9.761795997619629
4.85,10.185530424118042
3.59,10.607977628707886
5.15,11.034671306610107
6.58,11.47341275215149
9.89,11.897578001022339
9.71,12.32004976272583
6.17,12.74187684059143
7.04,13.171130895614624
5.81,13.592354774475098
5.10,14.016821146011353
6.38,14.460646629333496
10.81,14.88491940498352
10.46,15.322422742843628
12.72,15.732772588729858
12.73,16.177332401275635
12.21,16.5841166973114
91.55,17.217780351638794
15.76,17.639057397842407
16.49,18.07832169532776
15.69,18.521122217178345
88.37,19.132116079330444
16.15,19.553968906402588
16.15,19.983784675598145
12.61,20.420630931854248
13.92,20.843852281570435
13.63,21.270889282226562
14.28,21.708383083343506
12.97,22.16290020942688
11.56,22.554007530212402
91.07,23.180933952331543
100.35,23.805845022201538
117.76,24.4477481842041
6.63,24.872095108032227
4.45,25.293994188308716
6.48,25.731305360794067
84.66,26.346450090408325
7.23,26.783952474594116
81.11,27.410897970199585
123.05,28.037200450897217
6.07,28.47466278076172
98.35,29.117607831954956
7.33,29.530858039855957
99.60,30.157934427261353
6.82,30.57953977584839
123.32,31.214074850082397
5.66,31.650693893432617
95.54,32.268065452575684
55.17,32.71111273765564
102.49,33.351913928985596
102.85,33.98479962348938
5.56,34.39498257637024
5.88,34.81688094139099
-484.08,35.30278015136719
139.04,35.914785385131836
-486.05,36.42039489746094
-485.64,36.843531131744385
-484.50,37.31301426887512
82.59,37.938690185546875
126.53,38.57926821708679
101.93,39.21165752410889
87.16,39.83845400810242
114.05,40.46350288391113
91.44,41.110005140304565
-484.72,41.56505370140076
-484.55,42.02007794380188
-486.73,42.488436222076416
109.63,43.11576843261719
-486.90,43.58444046974182
-487.14,44.05524039268494
101.49,44.679890632629395
102.94,45.306591272354126
88.43,45.94860506057739
98.14,46.57353186607361
-462.57,47.05933403968811
106.30,47.668984174728394
21.08,48.09243822097778
-487.41,48.56130790710449
95.10,49.20317220687866
3.23,49.62328004837036
5.24,50.06220483779907
4.23,50.46910095214844
5.05,50.892231702804565
115.40,51.53360867500305
8.33,51.956040143966675
7.02,52.39349389076233
120.96,53.01648139953613
7.23,53.43815326690674
121.41,54.0702748298645
7.12,54.492148876190186
126.89,55.13982915878296
7.58,55.57737112045288
132.77,56.18983268737793
7.02,56.61178112030029
112.71,57.25852060317993
6.17,57.696012020111084
129.85,58.30665588378906
6.58,58.72859048843384
121.41,59.370407819747925
5.81,59.79232406616211
110.94,60.45059323310852
6.22,60.859381914138794
9.15,61.28137421607971
10.30,61.70329689979553
10.40,62.14270043373108
101.63,62.76703929901123
5.25,63.206958055496216
8.28,63.64447593688965
8.69,64.0528974533081
8.59,64.4748260974884
7.43,64.89842700958252
7.43,65.33225727081299
7.33,65.75411415100098
7.43,66.19517517089844
7.43,66.60799145698547
7.33,67.04011249542236
7.72,67.47891736030579
7.84,67.90333580970764
7.72,68.3258011341095
7.72,68.75248003005981
7.84,69.17753553390503
7.74,69.60196328163147
7.72,70.03057360649109
6.97,70.46100521087646
6.97,70.90078282356262
6.87,71.32266592979431
6.97,71.7601592540741
6.97,72.18405985832214
6.87,72.59069848060608
6.87,73.01422953605652
6.97,73.45107889175415
6.97,73.87420558929443
7.28,74.29621148109436
6.97,74.7230441570282
7.38,75.15065836906433
7.26,75.58936643600464
7.28,76.0288953781128
7.77,76.43567538261414
7.38,76.87734246253967
7.26,77.28634452819824
7.38,77.72391700744629
119.85,78.35706400871277
5.66,78.77844977378845
108.83,79.41392230987549
6.07,79.83754301071167
128.16,80.47005891799927
6.48,80.89383268356323
109.92,81.53441739082336
6.48,81.97250962257385
117.06,82.59755635261536
6.48,83.00536036491394
118.93,83.6463668346405
6.48,84.0696702003479
110.02,84.70965099334717
6.87,85.13857841491699
114.19,85.78776669502258
6.48,86.19557118415833
113.76,86.82101535797119
6.77,87.2445957660675
103.70,87.88696956634521
6.87,88.30880165100098
118.98,88.96641516685486
7.28,89.35765504837036
112.69,89.99968075752258
6.87,90.42631196975708
123.91,91.05201077461243
7.28,91.48951745033264
116.55,92.11761045455933
7.28,92.53939080238342
97.43,93.16700053215027
7.17,93.6044557094574
114.72,94.24681615829468
7.57,94.6686782836914
107.37,95.28816723823547
7.68,95.71008610725403
101.10,96.36808943748474
117.90,96.99885296821594
6.32,97.40802884101868
123.62,98.0350866317749
107.29,98.67535376548767
105.88,99.3020007610321
122.55,99.9439811706543
133.64,100.56094884872437
109.67,101.20299530029297
103.97,101.83503913879395
8.79,102.27259302139282
114.39,102.88507652282715
95.15,103.51601004600525
114.19,104.142742395401
110.77,104.80161046981812
127.70,105.40446782112122
105.11,106.03827166557312
101.15,106.67820334434509
117.22,107.306227684021
89.93,107.74320006370544
118.39,108.37082576751709
109.68,109.0131368637085
72.59,109.43500924110413
111.27,110.07754111289978
114.10,110.69311761856079
127.84,111.32007694244385
115.91,111.9620909690857
77.40,112.38328456878662
114.67,113.04135513305664
90.03,113.46323370933533
38.17,113.88802170753479
43.78,114.3100860118866
130.80,114.93750762939453
85.46,115.37974047660828
103.68,116.00599551200867
89.76,116.6309859752655
83.08,117.07160830497742
104.40,117.69668793678284
77.30,118.12793755531311
94.95,118.75225019454956
134.03,119.41051840782166
87.62,119.8491792678833
110.69,120.46452307701111
86.02,120.88798093795776
127.28,121.52827978134155
89.68,121.95332980155945
90.85,122.39043736457825
104.82,123.03264570236206
100.90,123.64270043373108
122.76,124.28578305244446
121.89,124.91273307800293
7.23,125.33985495567322
115.41,125.98297476768494
5.76,126.39436173439026
104.35,127.02054953575134
6.07,127.45821642875671
111.59,128.10083436965942
6.17,128.50772762298584
111.71,129.1504249572754
6.17,129.57267665863037
114.39,130.20275354385376
5.76,130.64252638816833
64.26,131.26892733573914
6.07,131.69075345993042
130.65,132.31781005859375
6.07,132.7396821975708
138.35,133.38169741630554
6.17,133.80288338661194
79.25,134.4374589920044
6.17,134.86195182800293
203.73,135.49343180656433
5.32,135.92443251609802
211.04,136.5806622505188
6.17,136.99308848381042
115.72,137.61956024169922
6.17,138.0430600643158
128.45,138.6836380958557
5.05,139.12365913391113
111.20,139.73367643356323
4.93,140.15805745124817
103.89,140.79868912696838
5.05,141.23792672157288
128.49,141.87992143630981
5.05,142.30178546905518
139.84,142.9138114452362
5.05,143.33567357063293
129.86,143.9928867816925
5.05,144.4147629737854
138.58,145.07234382629395
4.93,145.46354341506958
122.74,146.0892882347107
5.03,146.5253622531891
107.19,147.15168976783752
4.95,147.578773021698
108.15,148.2054362297058
5.05,148.6432466506958
128.33,149.27060389518738
5.03,149.69197463989258
127.60,150.3356113433838
5.05,150.7487518787384
133.71,151.39214634895325
5.05,151.81438851356506
136.82,152.46717405319214
5.03,152.89149808883667
105.96,153.5078263282776
5.05,153.9322371482849
118.69,154.5721709728241
5.05,155.01215291023254
137.02,155.62312197685242
5.03,156.0463125705719
133.30,156.69207882881165
4.95,157.11565899848938
104.35,157.7559745311737
5.05,158.16345191001892
126.24,158.80797219276428
4.93,159.23363590240479
116.99,159.87591552734375
5.30,160.29779481887817
109.87,160.92529797554016
5.20,161.34687519073486
132.96,161.9732973575592
5.20,162.39968943595886
125.78,163.05964303016663
5.32,163.46649622917175
116.55,164.09271454811096
5.30,164.53019332885742
127.55,165.16082119941711
5.30,165.5830273628235
130.82,166.22560501098633
5.30,166.66314578056335
135.75,167.2799015045166
5.20,167.70215344429016
133.33,168.33409690856934
5.20,168.77830362319946
126.26,169.39062929153442
5.30,169.8274426460266
102.97,170.4705250263214
5.20,170.89485573768616
132.52,171.5198700428009
5.22,171.94423580169678
101.80,172.58486938476562
5.34,173.00915431976318
98.77,173.63412308692932
5.41,174.0589156150818
87.35,174.68371963500977
5.22,175.12316465377808
102.60,175.74886775016785
5.30,176.1720790863037
117.66,176.79708194732666
5.32,177.22139239311218
125.66,177.86335492134094
5.20,178.28522658348083
119.66,178.91303086280823
5.32,179.35094332695007
125.83,179.99136590957642
5.30,180.41325092315674
109.79,181.05520606040955
5.20,181.4678738117218
127.06,182.09336352348328
5.32,182.51521587371826
119.05,183.15834069252014
5.34,183.5851752758026
119.09,184.21141052246094
5.32,184.63328075408936
120.77,185.2652072906494
5.30,185.7027018070221
103.33,186.3358542919159
5.22,186.75806975364685
126.46,187.38566637039185
5.30,187.81593775749207
117.20,188.4583113193512
5.32,188.88832926750183
127.23,189.52896118164062
5.30,189.9290270805359
117.25,190.56970810890198
5.20,190.99301838874817
133.76,191.63318586349487
5.61,192.05699849128723
131.04,192.68203806877136
5.61,193.11190390586853
139.15,193.75183963775635
5.30,194.17512106895447
120.17,194.83645963668823
5.22,195.22909665107727
124.19,195.871248960495
5.32,196.29288959503174
116.79,196.92042517662048
5.71,197.34230208396912
137.31,198.00064611434937
5.22,198.4381422996521
141.95,199.04871225357056
5.71,199.47063088417053
122.52,200.0973024368286
5.71,200.5361247062683
90.58,201.16342210769653
5.71,201.58528852462769
102.14,202.22759294509888
5.61,202.66513967514038
127.47,203.27680563926697
5.22,203.69932889938354
133.79,204.33174061775208
5.20,204.75365686416626
183.09,205.41784596443176
5.27,205.82478618621826
139.59,206.46604442596436
5.71,206.88994789123535
132.06,207.51428055763245
5.71,207.95428490638733
124.42,208.59490847587585
5.71,209.01923251152039
109.60,209.63412928581238
5.61,210.06028532981873
128.74,210.70026063919067
5.61,211.12405443191528
112.91,211.76469349861145
5.61,212.2029447555542
119.94,212.81408619880676
5.71,213.237966299057
135.27,213.87965488433838
5.30,214.30109786987305
