distance,time
119.43,5.835477590560913
91.77,9.042973041534424
58.92,12.039118766784668
10.05,15.040720701217651
3.38,18.031373500823975
5.97,21.029013872146606
88.72,24.245564937591553
-486.39,27.27156710624695
