distance,time
5.80,3.0734100341796875
5.78,3.4760866165161133
5.53,3.904958963394165
5.05,4.326220512390137
4.34,4.765333414077759
3.69,5.187277317047119
5.68,5.624743223190308
7.63,6.033673524856567
9.49,6.47123384475708
4.79,6.895253896713257
4.69,7.3221964836120605
3.88,7.746003150939941
4.13,8.183466672897339
3.84,8.611083984375
7.02,9.049897193908691
4.13,9.456689834594727
3.77,9.879935026168823
4.74,10.317136287689209
4.34,10.740776062011719
4.35,11.177603483200073
10.35,11.599445581436157
8.48,12.038349866867065
8.04,12.460218667984009
6.53,12.874551057815552
6.12,13.301481008529663
-485.21,13.773823022842407
107.20,14.4047372341156
9.15,14.827972412109375
148.68,15.281101942062378
21.85,15.6923828125
4.49,16.115885019302368
4.74,16.537832021713257
2.92,16.96599507331848
10.71,17.387914419174194
3.23,17.8267879486084
3.74,18.252140283584595
4.85,18.69154167175293
9.55,19.114754915237427
9.71,19.53717017173767
12.07,19.96040654182434
14.79,20.3823401927948
16.90,20.821966409683228
17.41,21.243773221969604
17.10,21.674362421035767
18.07,22.09823441505432
19.63,22.52011799812317
21.39,22.96415066719055
22.87,23.413147687911987
87.52,24.016746282577515
106.90,24.641701459884644
44.46,25.07025408744812
83.22,25.727837562561035
6.43,26.149763584136963
112.20,26.767881155014038
5.24,27.189067125320435
112.25,27.81552529335022
-486.13,28.28489899635315
95.68,28.917189598083496
11.56,29.35469079017639
7.74,29.778484582901
7.28,30.200861930847168
8.35,30.622187852859497
9.30,31.047101259231567
11.36,31.483983993530273
8.94,31.90773606300354
8.89,32.329617977142334
6.17,32.75293183326721
13.28,33.18519854545593
116.45,33.81718921661377
17.61,34.24263095855713
20.88,34.68638634681702
24.43,35.1264214515686
105.20,35.73772311210632
-485.62,36.20587134361267
10.46,36.643420934677124
108.48,37.25490355491638
10.15,37.677149534225464
118.68,38.322779178619385
9.45,38.747215032577515
116.65,39.387818813323975
98.58,39.99877047538757
9.10,40.43654656410217
88.03,41.06256151199341
8.48,41.48472499847412
107.13,42.13076591491699
102.39,42.75850820541382
103.24,43.38875436782837
110.64,44.01614475250244
98.31,44.65124726295471
79.37,45.30769348144531
92.07,45.8973069190979
91.73,46.540520429611206
108.85,47.18176865577698
86.65,47.82333731651306
108.83,48.433773040771484
8.99,48.85868310928345
96.58,49.49020028114319
