distance,time
5.30,3.2237420082092285
7.26,3.819729804992676
6.97,4.420065879821777
5.54,5.030000925064087
8.53,5.625574111938477
6.60,6.2352330684661865
5.54,6.8360207080841064
4.49,7.43145751953125
6.10,8.040542602539062
8.36,8.636297941207886
5.25,9.245006799697876
8.47,9.84159541130066
4.95,10.436933517456055
4.44,11.045730352401733
5.64,11.636101484298706
5.95,12.247374296188354
5.75,12.843868494033813
5.08,13.455508470535278
6.21,14.040749788284302
3.83,14.669148683547974
4.59,15.23978328704834
4.25,15.850771188735962
4.54,16.45435118675232
4.85,17.055028200149536
5.10,17.654590129852295
5.39,18.257714986801147
5.20,18.853269815444946
4.90,19.456678867340088
6.00,20.065632820129395
107.47,20.871265649795532
5.00,21.46690011024475
7.67,22.088286638259888
6.00,22.668668031692505
8.67,23.27733874320984
10.59,23.873005390167236
10.83,24.50070595741272
15.57,25.06385040283203
13.01,25.6894588470459
12.14,26.273369550704956
11.19,26.872894287109375
11.59,27.467418670654297
11.80,28.078214406967163
12.39,28.67419695854187
14.62,29.284175157546997
15.37,29.879619598388672
15.91,30.475640773773193
16.42,31.084412336349487
16.83,31.684379816055298
17.49,32.296079874038696
20.98,32.89225673675537
109.87,33.72198796272278
18.65,34.28915214538574
104.40,35.10318183898926
11.70,35.69792127609253
25.87,36.30754494667053
12.14,36.917972564697266
10.39,37.51398158073425
12.90,38.10773324966431
29.94,38.70941376686096
14.77,39.31816530227661
13.60,39.92049431800842
14.71,40.5155463218689
14.76,41.12549543380737
106.20,41.92754793167114
11.49,42.52282238006592
12.14,43.13189244270325
11.19,43.72757172584534
7.31,44.33631491661072
5.05,44.927751302719116
5.39,45.53783893585205
5.19,46.13163423538208
5.75,46.74229407310486
6.65,47.33632731437683
9.74,47.94716167449951
10.64,48.54355049133301
11.08,49.152214765548706
14.88,49.73150610923767
14.88,50.34147572517395
12.44,50.93586182594299
16.49,51.547072649002075
16.52,52.13910984992981
17.19,52.76519012451172
17.60,53.34336280822754
18.85,53.95465278625488
15.39,54.55001664161682
15.73,55.15350961685181
106.17,55.983360052108765
14.52,56.568523645401
14.77,57.168680906295776
13.72,57.76375341415405
13.06,58.373167991638184
13.91,58.998440980911255
14.77,59.57603192329407
12.95,60.17773389816284
102.48,61.00384736061096
9.88,61.5677969455719
12.26,62.184473752975464
11.24,62.77961254119873
10.49,63.39030647277832
122.72,64.19298386573792
8.06,64.78865361213684
10.90,65.38347578048706
8.08,65.99347066879272
8.62,66.60363674163818
9.03,67.18703413009644
8.43,67.80051779747009
7.26,68.39740371704102
6.95,69.02240872383118
9.28,69.60352611541748
5.25,70.21222686767578
4.79,70.79337954521179
6.41,71.42611646652222
9.62,72.00856828689575
109.84,72.81369185447693
10.34,73.4096326828003
11.08,74.00868058204651
10.85,74.6192774772644
11.65,75.21298742294312
12.51,75.82375311851501
12.65,76.41947984695435
12.63,77.01738572120667
12.50,77.6151990890503
13.35,78.22396850585938
13.75,78.8200352191925
15.16,79.43200826644897
15.98,80.02635335922241
15.67,80.63699626922607
16.52,81.23132967948914
99.18,82.05013012886047
14.62,82.63203144073486
14.98,83.24189019203186
16.63,83.83648562431335
21.91,84.44725704193115
20.57,85.04090404510498
16.17,85.66301989555359
15.52,86.23910427093506
128.88,87.04512453079224
